Tow Date,Vehicle Year,Vehicle Make,Vehicle Model,Tow Reason,Storage Company,Notes,Incident Date,Location,City,Geo-location field
,1998,LEXS,GS300,,NULL,AUTH 3015624020  VEH INOPERABLE  TCL,05/24/0020,20127 WELBECK TER,MONTGOMERY VILLAGE,POINT (-77.183188 39.186839)
05/11/2020,2019,TOYT,COA,NOP,TCL,NO PERMIT DISPLAYED // HENRY'S 301-869-4800 // TCL,11/22/0005,19033 MILLS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.208315 39.167883)
05/28/2020,19,NISS,ALT,PKG,tcl,PKG // DRIVE 301-585-8808 // TCL,05/30/0020,9001 MANCHESTER RD,SILVER SPRING,POINT (-77.011065 39.002581)
05/31/2020,2019,TOYT,TAC,PKG,PRESTIGE,PP // PRESTIGE 301-377-9285 /TCL,06/02/0020,3004 BEL PRE RD,SILVER SPRING,POINT (-77.062826 39.091315)
05/12/2020,2016,DODG,PRM,NOP,TCL,NO PERMIT// DRIVE TOWING// 301-585-8808  TCL,12/22/0005,1801 HAMPSHIRE GREEN LN,SILVER SPRING,POINT (-76.974173 39.015179)
05/31/2020,2010,DODG,CHA,NOP,TCL,NOP HENRYS 301-977-2740,06/02/0020,8300 FAIRHAVEN DR,GAITHERSBURG,POINT (-77.171656 39.145302)
05/31/2020,,SUBA,XV,PKG,tcl,PRESTIGE / 301-377-9285  PRIV PROP / TCL,06/02/0020,780 QUINCE ORCHARD BLVD,GAITHERSBURG,POINT (-77.228804 39.139742)
05/12/2020,2014,NISS,SEN,PRV,PRESTIGE,PRESTIGE TOW 301-377-9285//PRV PROP/TCL,12/22/0005,3004 BEL PRE RD,SILVER SPRING,POINT (-77.062826 39.091315)
05/18/2020,2011,CHEV,CRZ,NOP,henrys,NO PERMIT // HENRYS 301 869 4800 // TCL,05/20/0020,2300 RED EAGLE CT,SILVER SPRING,POINT (-77.047781 39.088595)
05/14/2020,2004,TOYT,HGH,PKG,NULL,NO PARK,05/16/0020,7401 NEW HAMPSHIRE AVE,TAKOMA PARK,POINT (-76.988312 38.983333)
05/06/2020,2013,DODG,CVN,PKG,tcl,NO COMMERCIAL VEHS HENRYS 301-869-4800,06/22/0005,20225 SHIPLEY TER,GERMANTOWN,POINT (-77.274918 39.187314)
05/13/2020,14,VOLK,JET,NOP,TCL,NO PERMIT // AUTHORIZED 301-562-4020//TCL,05/15/0020,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/10/2020,2019,DODG,CHA,NOP,LED,NOP  LED 301-556-8006  TCL,10/22/0005,8420 GEORGIA AVE,SILVER SPRING,POINT (-77.02681 38.994015)
05/17/2020,2011,NISS,JUK,PKG,TCL,HENRYS 3018694800  FIRE LN   TCL,05/19/0020,1 DRUMCASTLE CT,GERMANTOWN,POINT (-77.239958 39.191049)
05/15/2020,2008,VOLK,RAB,PKG,AUTHORIZED,PARKED IN FIRE LANE // AUTHORIZED @ 301-562-4020 // TCL,05/17/0020,9729 LAKE SHORE DR,MONTGOMERY VILLAGE,POINT (-77.199138 39.1604)
05/15/2020,2006,CHRY,PCF,NOP,Henry's,HENRYS 3018694800/ TCL / NOP,05/17/0020,5901 MONTROSE RD,ROCKVILLE,POINT (-77.1192 39.052973)
05/27/2020,2000,FORD,FUS,NOP,HENRYS,NOP // HENRYS @ 301-927-0007 // TCL,05/29/0020,3435 GATESHEAD MANOR WAY,SILVER SPRING,POINT (-76.936577 39.078258)
05/14/2020,2009,BMW,128,PKG,tcl,PARKED IN RESERVE SPACE  HENRYS 301-869-4800 TCL,05/16/0020,2425 BLUERIDGE AVE,SILVER SPRING,POINT (-77.050996 39.043056)
05/22/2020,2013,TOYT,RAV,NOP,tcl,NO PERMIT // RICKYS @ 240-461-9995 // TCL,05/24/0020,641 HOUSTON AVE,TAKOMA PARK,POINT (-77.004529 38.989966)
05/30/2020,2006,HOND,ODY,PRV,TCL,WALKOFF//SILVER SPRING TOWING//3015897878//TCL,06/01/0020,8715 COLESVILLE RD,SILVER SPRING,POINT (-77.02668 38.998131)
05/28/2020,2018,SUBA,IMP,PRV,TCL,PRESTIGE TOWING 301-377-9285  EXP PERMIT,05/30/0020,19860 CENTURY BLVD,GERMANTOWN,POINT (-77.26558 39.181866)
05/26/2020,15,GMC,DEN,NOP,TCL,NO PERMIT // DRIVE 301-585-8808//TCL,05/28/0020,1709 HAMPSHIRE GREEN LN,SILVER SPRING,POINT (-76.974533 39.016058)
05/22/2020,2019,AUDI,Q5,72,PRESTIGE,,05/24/0020,430 ALLIED PL,GAITHERSBURG,POINT (-77.16 39.161)
05/18/2020,2019,FORD,ESC,EXP,NULL,EXP PASS/// DIVERISIFED 301 881 8035// TCL,05/20/0020,11801 ROCKVILLE PIKE,ROCKVILLE,POINT (-77.114783 39.050457)
05/20/2020,2014,TOYT,CAM,NOP,TCL,EXP PERMIT // AUTHORIZED // 301-562-4020 // TCL,05/22/0020,11617 LOCKWOOD DR,SILVER SPRING,POINT (-76.983364 39.041436)
05/15/2020,2018,NISS,RGE,NOP,TCL,NOP // AUTHORIZED // 301-562-4020 // TCL,05/17/0020,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/04/2020,2017,FORD,FUS,NOP,AUTHO0RIZED,NOP // AUTHORIZED @ 301-562-4020 // TCL,04/22/0005,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/19/2020,2003,FORD,E350,PKG,Henry's,NO COMMERCIAL VEH // HENRYS // 3018694800 // TCL,05/21/0020,19040 MILLS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.208324 39.168024)
05/04/2020,2004,FORD,MUS,NOP,TCL,AUTH 3015624020  NOP  TCL,04/22/0005,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
05/10/2020,2004,HOND,CRV,NOP,tcl,NO PERM // CUSTOM TOW 301-253-5151 // TCL,10/22/0005,18801 SPARKLING WATER DR,GERMANTOWN,POINT (-77.276711 39.162989)
05/02/2020,11,TOYT,PRE,NOP,TCL,NO PERMIT// HENRYS 301-869-4800//TCL,02/22/0005,12195 AMBER RIDGE CIR,GERMANTOWN,POINT (-77.251453 39.197235)
05/20/2020,2010,SUBA,FOR,PKG,NULL,RELOCATED TO HARMONY HILLS ES DUE TO ROADWORK // MONTROSE TOWING 301-468-1104,05/22/0020,3606 RALPH RD,SILVER SPRING,POINT (-77.072771 39.077493)
05/29/2020,2017,HYUN,ELN,PKG,tcl,NO OVERNIGHT PARKING A AND M 301-421-0953,05/31/0020,12 PRAIRIE ROSE CT,GAITHERSBURG,POINT (-77.21055 39.118905)
05/08/2020,2009,HOND,CIV,NOP,TCL,NOP//HENRYS//3018694800//TCL,08/22/0005,18902 MILLS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.208147 39.166857)
05/06/2020,2008,NISS,ALT,EXP,HENRY'S,EXP HENRY'S TCL 301-869-4800,06/22/0005,9821 BETHESDA CHURCH RD,DAMASCUS,POINT (-77.20385 39.283525)
05/30/2020,2020,DODG,R15,NOP,tcl,NO PERMIT // HENRY'S // 301-927-0007 // TCL,06/01/0020,8139 FALLOW DR,GAITHERSBURG,POINT (-77.166754 39.144431)
05/05/2020,2013,FORD,FUS,NOP,Authorized,AUTHORIZED TOWING 301 562 4020 / NOP / TCL,05/22/0005,370 E DIAMOND AVE,GAITHERSBURG,POINT (-77.190888 39.142111)
05/30/2020,2006,TOYT,SNA,NOP,tcl,EXP PERMIT // AUTHORIZED 301-562-4020 TCL,06/01/0020,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
05/16/2020,2013,FORD,ESC,NOP,TCL,HENRY'S 301-869-4800 // TCL // NO PERMIT,05/18/0020,11809 ASHBROOK CT,GERMANTOWN,POINT (-77.242763 39.173776)
05/09/2020,18,MERZ,CLK,PKG,HENRYS,BLOCKING ACCESS /HENRYS 301 8694800,09/22/0005,FULMER AVE / BUFFLEHEAD ST,CLARKSBURG,
05/13/2020,2008,HOND,PLT,NOP,TCL,NOP  HENRYS 301-869-4800  TCL,05/15/0020,18921 MILLS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.208142 39.166887)
05/31/2020,2014,HOND,CIV,FIRE,TCL,REASON: FIRE LANE//AM TOWING //301-421-0953/TCL,06/02/0020,18779 SUMMER OAK CT,GERMANTOWN,POINT (-77.245012 39.163072)
05/19/2020,2011,CHEV,CRZ,NOP,AUTHORIZED,AUTHORIZED 301-562-4020 // NOP // TCL,05/21/0020,5307 RANDOLPH RD,ROCKVILLE,POINT (-77.105368 39.053587)
05/24/2020,2013,TOYT,CAM,NOP,TCL,NOP // CUSTOM // 301-252-5151 // TCL,05/26/0020,1301 1ST ST,ROCKVILLE,POINT (-77.134631 39.094843)
05/04/2020,2020,TOYT,CAM,NOP,prestige,NO PERMIT // PRESTIGE 301 377 9285 // TCL,04/22/0005,3004 BEL PRE RD,SILVER SPRING,POINT (-77.062826 39.091315)
05/13/2020,2019,TOYT,CAM,NOP,BIG,BIG TOW 301-424-4869//NOP//TCL,05/15/0020,18510 SPLIT ROCK LN,GERMANTOWN,POINT (-77.269109 39.159905)
05/05/2020,2013,TOYT,CAM,PKG,tcl,FIRE LANE // AUTHORIZED // 301-562-4020 // TCL,05/22/0005,5 MANCHESTER PL,SILVER SPRING,POINT (-77.009743 39.001075)
05/08/2020,2003,FORD,F15,NOP,drive,DRIVE 3015858808  INVALID PERMIT,08/22/0005,1701 HAMPSHIRE GREEN LN,SILVER SPRING,POINT (-76.976016 39.015571)
05/20/2020,2017,TOYT,HGH,FIRE,OTHER,FIRE // ON THE RUN TOWING 301 -740-4600// TCL,05/22/0020,3211 HEWITT AVE,SILVER SPRING,POINT (-77.065816 39.079597)
05/05/2020,2018,HOND,CRV,NOP,HENRYS,,05/22/0005,3505 CASTLE WAY,SILVER SPRING,POINT (-76.939659 39.088673)
05/13/2020,1999,FORD,MUS,FIRE,AUTHORIZED,,05/15/0020,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
05/01/2020,2010,FORD,EC2,PKG,Authorized,NO PERMIT. AUTHORIZED 3015624020 TCL,01/22/0005,3502 PEAR TREE CT,SILVER SPRING,POINT (-77.069524 39.08921)
05/17/2020,2019,FORD,ECP,NOP,TCL,HENRYS 3018694800  NOP  TCL,05/19/0020,13004 SHAMROCK GLEN DR,GERMANTOWN,POINT (-77.270715 39.197726)
05/08/2020,2008,JEEP,PAT,NOP,RBF TOWING,NO PERMIT // RBF TOWING 240 793 2272 // TCL,08/22/0005,1527 HEATHER HOLLOW CIR,SILVER SPRING,POINT (-76.98684 39.040713)
05/12/2020,2019,FORD,TRAN,NOP,TCL,NOP // DIVERSIFIED // 301-881-8035 // TCL,12/22/0005,5401 WESTBARD AVE,BETHESDA,POINT (-77.106682 38.963948)
05/10/2020,2011,NISS,ALT,NOP,AUTHORIZED,AUTHORIZED 3015624020  NOP,10/22/0005,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/03/2020,2005,HOND,CIV,NOP,TCL,"NOP // HENRYS 301 869 4800 , TCL",03/22/0005,18901 SMOOTHSTONE WAY,MONTGOMERY VILLAGE,POINT (-77.20948 39.167828)
05/09/2020,2018,NISS,ENVY,NOP,TCL,NOP  AUTHORIZED TOWING 301-562-4020  TCL,09/22/0005,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
05/02/2020,2004,BMW,330,NOP,TCL,NOP // SPEEDY 301.588.1322 TCL,02/22/0005,9334 TAVERNEY TER,GAITHERSBURG,POINT (-77.192433 39.175952)
05/14/2020,2015,LEXS,E350,NOP,,NOP // BIG TOW // 301-424-4869 // TCL,05/16/0020,7685 LAYTONIA DR,GAITHERSBURG,POINT (-77.156587 39.153097)
05/16/2020,2008,HOND,CI,NOP,tcl,DRIVE TOWING 301-585-8808 TO TCL FOR NOP,05/18/0020,1801 HAMPSHIRE GREEN LN,SILVER SPRING,POINT (-76.974173 39.015179)
05/28/2020,2004,NISS,ALT,PKG,Henry's,FIRE LINE // HENRYS // 3018694800 // TCL,05/30/0020,1135 UNIVERSITY BLVD W,SILVER SPRING,POINT (-77.031031 39.036672)
05/02/2020,2005,NISS,ALT,NOP,TCL,NOP// HENRY'S TOWING 301.869.4800// TCL,02/22/0005,958 WEST SIDE DR,GAITHERSBURG,POINT (-77.204083 39.125414)
05/03/2020,1991,HOND,CIV,NOP,tcl,NO PARKING PERMIT // BIG TOW @ 301-424-4869 // TCL,03/22/0005,2472 SUN VALLEY CIR,SILVER SPRING,POINT (-77.049383 39.092282)
05/27/2020,2017,TOYT,CAM,NOP,TCL,NO PERMIT // HENRY'S // 301 869 4800 // TCL,05/29/0020,26012 BRIGADIER PL,DAMASCUS,POINT (-77.202657 39.283736)
05/19/2020,2016,TOYT,CAM,PRV,HENRY'S TOWING,INVALID PERMIT; HENRYS TOWING 301 927 0007 TCL,05/21/0020,3811 LANSDALE CT,BURTONSVILLE,POINT (-76.931986 39.084264)
05/23/2020,2005,TOYT,PRI,NOP,Authorized,NOP // AUTHORIZED  TOWING 301-562-4020 // TCL,05/25/0020,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
05/13/2020,2014,TOYT,COA,NOP,TCL,NOP  // HENRYS @ 301-869-4800 // TCL,05/15/0020,49 W DIAMOND AVE,GAITHERSBURG,POINT (-77.200714 39.140357)
05/29/2020,12,DODG,RAM,NOP,drive,NOP// DRIVE 301-585-8808// TCL,05/31/0020,100 CROYDON CT,SILVER SPRING,POINT (-77.01228 39.003717)
05/29/2020,2017,SUBA,,FIRE,HENRY'S,FIRE LANE/ LOCKING ACCESS TO DUMBSTER   HENRY'S 6301-869-4800 TCL,05/31/0020,580 COLLEGE PKWY,ROCKVILLE,POINT (-77.160323 39.101737)
05/15/2020,2015,MITS,OUT,FIRE,TCL,FIRE // HENRY'S // 301-869-4800 // TCL,05/17/0020,1 DUCK POND CT,GERMANTOWN,POINT (-77.269779 39.195952)
05/23/2020,2016,FORD,TRANSIT,NO COMMERCIAL VEH,HERNRYS,NO COMMERICIAL  VEH  HENRYS   301-869-4800 TCL,05/25/0020,14500 DUNSINANE TER,SILVER SPRING,POINT (-77.074189 39.094946)
05/27/2020,2020,FORD,MUS,NOP,tcl,NOP   HENRYS 301-869-4800 TCL,05/29/0020,12907 CHURCHILL RIDGE CIR,GERMANTOWN,POINT (-77.267379 39.187152)
05/12/2020,2016,HOND,ACC,FIRE,TCL,"FIRE LANE // AUTHORIZED 301 562 4020 ,TCL",12/22/0005,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/03/2020,2005,CHEV,SIL,PKG,TCL,HENRYS 301-869-4800   NO COMM VEH PERMITTED   TCL,03/22/0005,14650 TYNEWICK TER,SILVER SPRING,POINT (-77.077618 39.096506)
05/07/2020,2018,TOYT,RAV,FIRE,henrys,PARKED IN FIRELANE // HENRYS 301 869 4800 // TCL,07/22/0005,20404 MEADOW POND PL,MONTGOMERY VILLAGE,POINT (-77.202028 39.190835)
05/27/2020,2011,ACUR,TSX,PRV,tcl,AUTH TOWING 301-562-4020  EXP PERMIT,05/29/0020,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
05/10/2020,2006,MAZD,MZ3,NOP,TCL,NO PERMIT // AUTHORIZED 301-562-4020 // TCL,10/22/0005,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
05/13/2020,2004,HOND,ODY,NOP,TCL,NOP// HENRY'S 301.869.4800// TCL,05/15/0020,10140 LITTLE POND PL,MONTGOMERY VILLAGE,POINT (-77.208674 39.166759)
05/03/2020,2006,SUBA,FOR,NOP,tcl,HERNYS / 301-869-4800  NOP / TCL,03/22/0005,38 STATE CT,GAITHERSBURG,POINT (-77.180671 39.143327)
05/25/2020,2020,TOYT,PRI,NOP,TCL,NO COMMERCIAL VEH PERMITTED // HENRYS // 301 869 4800 // TCL,05/27/0020,40 STATE CT,GAITHERSBURG,POINT (-77.180661 39.143308)
05/15/2020,13,FORD,FOC,PKG,LED TOWING,NO PARKING /LED TOWING 301 556 8006// OWNER NOTIF,05/17/0020,18001 ROCKINGHAM PL,GERMANTOWN,POINT (-77.288831 39.153412)
05/06/2020,2016,TOYT,AVA,NOP,TCL,"*** UNABLE TO PROVIDE VIN, UNREADABLE ****    INVALID PERMIT  HENRYS 301-927-0007  TCL",06/22/0005,3840 GATEWAY TER,BURTONSVILLE,POINT (-76.932004 39.085438)
05/02/2020,2016,NISS,SEN,NOP,tcl,A & M TOWING 301-421-0953 TO TCL FOR NOP,02/22/0005,400 CAROUSEL CT,GAITHERSBURG,POINT (-77.186005 39.145071)
05/02/2020,2013,ACUR,TSX,NOP,tcl,NOP // AUBURN 301-977-2740 TCL,02/22/0005,374 N SUMMIT AVE,GAITHERSBURG,POINT (-77.193068 39.149053)
05/17/2020,2016,ACUR,,NOP,Authorized,EXP PERMIT // AUTHORIZED 301-562-4020 // TCL,05/19/0020,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
05/04/2020,2018,HYUN,ELN,NOP,BIG TOW,NOP // BIG TOW @ 301-424-4869 // TCL,04/22/0005,9813 BRASSIE WAY,MONTGOMERY VILLAGE,POINT (-77.20276 39.175517)
05/20/2020,2011,TOYT,CAM,EXP,Henry's,EXP PERMIT // HENRYS (301)869-4800- TCL,05/22/0020,5901 MONTROSE RD,ROCKVILLE,POINT (-77.1192 39.052973)
05/22/2020,2017,HOND,ACC,NOP,TCL,NOP// A&M TOWING 301.421.0953// TCL,05/24/0020,11100 OAK LEAF DR,SILVER SPRING,POINT (-76.995386 39.039136)
05/31/2020,2016,NISS,ALT,NOP,TCL,VISITOR VIOLATION    HENRYS 301-869-4800    BACK TO LOT,06/02/0020,881 FLAGLER DR,GAITHERSBURG,POINT (-77.236885 39.131659)
05/08/2020,2014,CHEV,IMP,NOP,tcl,AUTHORIZED 301-562-4020  NOP   TCL,08/22/0005,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/19/2020,2001,BMW,740,PKG,TCL,PROP MGMT FOR UNATH PKG// HENRY'S 301.869.4800 // TCL,05/21/0020,720 E GUDE DR,ROCKVILLE,POINT (-77.142283 39.10294)
05/20/2020,2018,TOYT,COA,NOP,TCL,NOP // HENRY'S @ 301.869.4800 // TCL,05/22/0020,20225 SHIPLEY TER,GERMANTOWN,POINT (-77.274918 39.187314)
05/21/2020,2010,NISS,PATH,EXP,TCL,EXP // AUTHORIZED // 301-562-4020 // TCL,05/23/0020,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
05/22/2020,2001,MERZ,E32,PKG,TCL,VEH PARKED ON SIDEWALK//AUTHORIZED//3015624020//TCL,05/24/0020,10251 COVE LEDGE CT,MONTGOMERY VILLAGE,POINT (-77.211386 39.178071)
05/02/2020,0,FORD,RAN,FIRE,tcl,FIRE LANE // HENRYS 301-869-4800//TCL VIN COVERED,02/22/0005,9850 DAIRYTON CT,MONTGOMERY VILLAGE,POINT (-77.202685 39.189426)
05/16/2020,2010,MERZ,E30,NOP,tcl,NO PERMIT // TCL // PRESTIGE (301) 377-9285,05/18/0020,25 SCHOOL DR,GAITHERSBURG,POINT (-77.212569 39.119317)
05/18/2020,2018,HYUN,ELN,NOP,TCL,NO PERMIT // AUTHORIZED // 301 562 4020 // TCL,05/20/0020,2006 BALTIMORE RD,ROCKVILLE,POINT (-77.118366 39.084681)
05/17/2020,2019,CHEV,CAM,NOP,HENRYS,HENRYS TOW 301-869-4800//NOP//TCL,05/19/0020,17825 WASHINGTON GROVE LN,GAITHERSBURG,POINT (-77.167831 39.148637)
05/11/2020,2016,TOYT,COA,Parked in reserved space,tcl,PARKED IN RESERVED SPACED // CALLEDIN BY LEASE HOLDER   HENRYS  301-869-4800 TCL,11/22/0005,14600 ALMANAC DR,BURTONSVILLE,POINT (-76.929792 39.093997)
05/07/2020,2010,HOND,ACC,NOP,tcl,NO PERMIT // TCL // (301) 562-4020 AUTHORIZED,07/22/0005,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
05/20/2020,2019,NISS,SEN,NOP,tcl,VIN BLOCKED // NO PERMIT // TCL // AUTHORIZED (301) 562-4020,05/22/0020,11600 LOCKWOOD DR,SILVER SPRING,POINT (-76.982819 39.041465)
05/07/2020,2013,TOYT,RAV,NOP,tcl,REASON: NOP//AUTHORIZED/301-562-4020/TCL,07/22/0005,11600 LOCKWOOD DR,SILVER SPRING,POINT (-76.982819 39.041465)
05/26/2020,2012,HYUN,SON,PKG,TCL,301 585 8808 // DOUBLE PARKED // DRIVE // TLC,05/28/0020,400 SOUTHAMPTON DR,SILVER SPRING,POINT (-76.982847 39.006045)
05/15/2020,2000,DODG,RAM,NOP,Henry's,EXP PERMIT // HENRYS // 3019270007 // TCL,05/17/0020,5901 MONTROSE RD,ROCKVILLE,POINT (-77.1192 39.052973)
05/29/2020,2001,TOYT,SQA,NOP,DRIVE,NOP DRIVE   301-585-8808 TCL,05/31/0020,400 SOUTHAMPTON DR,SILVER SPRING,POINT (-76.982847 39.006045)
05/25/2020,2017,TOYT,HGH,PKG,TCL,PKG IN NO PARK ZONE // AUTHORIZED // 301-562-4020 // TCL,05/27/0020,13115 TWINBROOK PKWY,ROCKVILLE,POINT (-77.113917 39.070489)
05/22/2020,2015,TOYT,RAV,PKG,tcl,"PKD IN RESERVED SPACE// PRESTIGE, 301-377-9285, TCL",05/24/0020,925 CLOPPER RD,GAITHERSBURG,POINT (-77.22689 39.145229)
05/18/2020,2019,MERZ,400,PRV,NULL,PRV  HENRY'S 301-869-4800 / TCL,05/20/0020,2427 GLENALLAN AVE,SILVER SPRING,POINT (-77.051395 39.063651)
05/29/2020,2005,ACUR,MDX,NOP,TCL,NO PERMIT // AUTHORIZED // 301 562 4020 // TCL,05/31/0020,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
05/01/2020,2014,TOYT,TAC,NOP,TCL,INVALID PARKING PERMIT // HENRY'S 301-869-4800 // TCL,01/22/0005,18710 WALKERS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.204414 39.163187)
05/29/2020,2019,CHEV,SLV,NOP,DRIVE,DRIVE TOW 301-585--8808//NOP/TCL,05/31/0020,108 CROYDON CT,SILVER SPRING,POINT (-77.01264 39.003538)
05/02/2020,2004,TOYT,COA,NOP,TCL,NOP // SPEEDY 301.588.1322 TCL    OWNER NOTIF,02/22/0005,19370 SANDY LAKE DR,GAITHERSBURG,POINT (-77.19118 39.174097)
05/24/2020,2007,CHEV,AVA,PKG,Henry's,INVALID PERMIT // HENRYS //  301 869 4800 // TCL,05/26/0020,18712 WALKERS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.204407 39.163202)
05/16/2020,2019,BUIC,NULL,NOP,HENRYS,NOP / TCL / HENRY'S // 301-869-4800 // MODEL: ENCORE,05/18/0020,3802 BEL PRE RD,SILVER SPRING,POINT (-77.075092 39.093551)
05/25/2020,2011,HYUN,SFE,NOP,tcl,NOP DIVERSIFIED 301-881-8035,05/27/0020,3933 GREENCASTLE RD,BURTONSVILLE,POINT (-76.930914 39.083797)
05/27/2020,5,CHEV,TAH,PRV,tcl,PRIV PROP // PRESTIGE TOWING 301-377-9285 // BTL,05/29/0020,3900 BLACKBURN LN,BURTONSVILLE,POINT (-76.9307 39.104619)
05/02/2020,2004,FORD,EC2,PRV,TCL,PRV // PRESTIGE 301.377.9285 TCL,02/22/0005,429 W DIAMOND AVE,GAITHERSBURG,POINT (-77.208879 39.14042)
05/06/2020,2000,CHEV,S10,NOP,Speedy,NO PERMIT // SPEEDY TOWING 301-588-1322 // TCL,06/22/0005,17917 CALABAR DR,GAITHERSBURG,POINT (-77.164466 39.149953)
05/07/2020,2016,MAZD,CX5,NOP,TCL,NO PERMIT // AUTHORIZED // 301 562 4020 // TCL,07/22/0005,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
05/04/2020,2003,TOYT,COA,NOP,HEBRYS,NOP   HENRYS  301-869-4800 TCL,04/22/0005,10140 LITTLE POND PL,MONTGOMERY VILLAGE,POINT (-77.208674 39.166759)
05/24/2020,2009,LEXS,E35,NOP,NULL,NO PERMIT // DIVERSIFIED 301 881 8035 // TO TCL,05/26/0020,3933 GREENCASTLE RD,BURTONSVILLE,POINT (-76.930914 39.083797)
05/19/2020,13,KIA,SOL,NOP,authorized,NOP // AUTHORIIZED 301-562-4020 // TCL,05/21/0020,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
05/23/2020,2020,LINC,CON,NOP,TCL,NOP// AUHTORIZED 301-562-4020//TCL,05/25/0020,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
05/13/2020,2014,HOND,CIV,PKG,TCL,AUTH 3015624020  NOT PARKED IN MARKED SPOT  TCL,05/15/0020,2160 GEORGIAN WOODS PL,SILVER SPRING,POINT (-77.04532 39.055866)
05/01/2020,12,HOND,CIV,NOP,TCL,NOP // BIG TOW 301 424 4869  TCL,01/22/0005,10147 RIDGELINE DR,MONTGOMERY VILLAGE,POINT (-77.206142 39.175342)
05/14/2020,2020,TOYT,COA,FIRE,tcl,"FIRE LANE// AUTHORIZED, 301-562-4020, TCL",05/16/0020,2 MANCHESTER PL,SILVER SPRING,POINT (-77.009246 39.001243)
05/04/2020,2018,KIA,FRT,PKG,TCL,"HENRYS (301) 869-4800, PKG VIOLATION, BACK TO THE LOT //",04/22/0005,10201 WASHINGTONIAN BLVD,GAITHERSBURG,POINT (-77.206538 39.118032)
05/30/2020,2015,VOLK,JET,NOP,tcl,NOP// HENRY'S TOWING 301.869.4800// TCL,06/01/0020,730 WEST SIDE DR,GAITHERSBURG,POINT (-77.20365 39.124894)
05/17/2020,2016,SUBA,FOR,NOP,HENRY'S,NOP HENRY'S TCL 301-869-4800,05/19/0020,2434 AUDEN DR,SILVER SPRING,POINT (-77.052078 39.020066)
05/06/2020,13,SUBA,BRZ,NOP,TCL,NO PERMIT // AUTHORIZED 301-562-4020//TCL,06/22/0005,8021 GEORGIA AVE,SILVER SPRING,POINT (-77.026573 38.987758)
05/05/2020,2004,CHEV,SUB,EXP,Authorized,EXP PERMIT // AUTHORIZED TOWING 301-562-4020 // TCL,05/22/0005,3524 PEAR TREE CT,SILVER SPRING,POINT (-77.070598 39.089643)
05/10/2020,2013,HOND,PLT,NOP,TCL,DOUBLE PARKED / BLOCKING VEHS // HENRYS @ 301.869.4800 //  TCL,10/22/0005,18316 WOODHOUSE LN,GERMANTOWN,POINT (-77.264791 39.156923)
05/05/2020,2017,CHRY,200,NOP,Authorized,NOP // AUTHORIZED // 3015624020 // TCL,05/22/0005,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
05/01/2020,2005,FORD,MUS,NOP,Authorized,EXP GUEST PERMIT  AUTHORIZED 301 562 4020 TCL,01/22/0005,3500 PEAR TREE CT,SILVER SPRING,POINT (-77.070299 39.09022)
05/19/2020,2013,VOLK,PAS,PKG,TCL,PARKED IN RESERVE SPACE// AUTHORIZED 301-562-4020//RCL,05/21/0020,18700 WALKERS CHOICE RD,MONTGOMERY VILLAGE,POINT (-77.204355 39.163498)
05/01/2020,2011,TOYT,CAM,PKG,TCL,PRK //PRESTIGE //  301.377.9285 // TCL,01/22/0005,3004 BEL PRE RD,SILVER SPRING,POINT (-77.062826 39.091315)
05/24/2020,2014,TOYT,CAM,NOP,TCL,NOP // AUTHORIZED // 301-562-4020 // TCL,05/26/0020,9806 MAHOGANY DR,GAITHERSBURG,POINT (-77.201438 39.114884)
